T_room,T_amb,Q_AC_kW,COP_inner,clamped
14.0,-1.0,11.560125631881506,5.995121792998882,True
14.0,1.0,11.560125631881506,5.995121792998882,True
14.0,3.0,11.560125631881506,5.995121792998882,True
14.0,5.0,11.560125631881506,5.995121792998882,True
14.0,7.0,11.560125631881506,5.995121792998882,True
14.0,9.0,11.560125631881506,5.995121792998882,True
14.0,11.0,11.560125631881506,5.995121792998882,True
14.0,13.0,11.560125631881506,5.995121792998882,True
14.0,15.0,11.560125631881506,5.995121792998882,True
14.0,17.0,11.560125631881506,5.995121792998882,True
14.0,19.0,11.560125631881506,5.995121792998882,True
14.0,21.0,11.560125631881506,5.995121792998882,True
14.0,23.0,11.458596462518454,5.823612028437854,False
14.0,25.0,11.181496730202127,5.39068988980423,False
14.0,27.0,10.904671716843863,5.00366548529211,False
14.0,29.0,10.628074215334081,4.655909466442742,False
14.0,31.0,10.351669204329614,4.3419232602402955,False
14.0,33.0,10.075431114771703,4.057118258980937,False
14.0,35.0,9.799341637551601,3.7976434539275177,False
14.0,37.0,9.523387899850754,3.56024955910158,False
14.5,-1.0,11.688554558512385,5.987109683126014,True
14.5,1.0,11.688554558512385,5.987109683126014,True
14.5,3.0,11.688554558512385,5.987109683126014,True
14.5,5.0,11.688554558512385,5.987109683126014,True
14.5,7.0,11.688554558512385,5.987109683126014,True
14.5,9.0,11.688554558512385,5.987109683126014,True
14.5,11.0,11.688554558512385,5.987109683126014,True
14.5,13.0,11.688554558512385,5.987109683126014,True
14.5,15.0,11.688554558512385,5.987109683126014,True
14.5,17.0,11.688554558512385,5.987109683126014,True
14.5,19.0,11.688554558512385,5.987109683126014,True
14.5,21.0,11.688554558512385,5.987109683126014,True
14.5,23.0,11.669932451342364,5.955526868982145,False
14.5,25.0,11.38878154669466,5.507133752220924,False
14.5,27.0,11.107916207738754,5.107006390242801,False
14.5,29.0,10.827283998665362,4.748086505311352,False
14.5,31.0,10.54684549530112,4.424533970388388,False
14.5,33.0,10.266571335761977,4.1314863300493405,False
14.5,35.0,9.98643986958571,3.8648716387528905,False
14.5,37.0,9.706435214037967,3.621261324183529,False
15.0,-1.0,11.8175513744093,5.978575873043154,True
15.0,1.0,11.8175513744093,5.978575873043154,True
15.0,3.0,11.8175513744093,5.978575873043154,True
15.0,5.0,11.8175513744093,5.978575873043154,True
15.0,7.0,11.8175513744093,5.978575873043154,True
15.0,9.0,11.8175513744093,5.978575873043154,True
15.0,11.0,11.8175513744093,5.978575873043154,True
15.0,13.0,11.8175513744093,5.978575873043154,True
15.0,15.0,11.8175513744093,5.978575873043154,True
15.0,17.0,11.8175513744093,5.978575873043154,True
15.0,19.0,11.8175513744093,5.978575873043154,True
15.0,21.0,11.8175513744093,5.978575873043154,True
15.0,23.0,11.8175513744093,5.978575873043154,True
15.0,25.0,11.599009391615434,5.627547648529705,False
15.0,27.0,11.314050788876687,5.213682662245219,False
15.0,29.0,11.029332013085735,4.843083486457871,False
15.0,31.0,10.744808990158328,4.509543358296972,False
15.0,33.0,10.460448370355596,4.207906634688803,False
15.0,35.0,10.176225004616015,3.9338654195304397,False
15.0,37.0,9.892119870883128,3.6838001268892864,False
15.5,-1.0,11.947103784132091,5.969530841079298,True
15.5,1.0,11.947103784132091,5.969530841079298,True
15.5,3.0,11.947103784132091,5.969530841079298,True
15.5,5.0,11.947103784132091,5.969530841079298,True
15.5,7.0,11.947103784132091,5.969530841079298,True
15.5,9.0,11.947103784132091,5.969530841079298,True
15.5,11.0,11.947103784132091,5.969530841079298,True
15.5,13.0,11.947103784132091,5.969530841079298,True
15.5,15.0,11.947103784132091,5.969530841079298,True
15.5,17.0,11.947103784132091,5.969530841079298,True
15.5,19.0,11.947103784132091,5.969530841079298,True
15.5,21.0,11.947103784132091,5.969530841079298,True
15.5,23.0,11.947103784132091,5.969530841079298,True
15.5,25.0,11.812214592123338,5.7521329665917635,False
15.5,27.0,11.523108908810217,5.323855591413871,False
15.5,29.0,11.234250908773081,4.941030514924114,False
15.5,31.0,10.945591602363269,4.597057112412676,False
15.5,33.0,10.657093443386408,4.2864656193340664,False
15.5,35.0,10.368727616803932,4.004695981557353,False
15.5,37.0,10.080471824118279,3.7479249723419623,False
16.0,-1.0,12.077199116129302,5.959985101318962,True
16.0,1.0,12.077199116129302,5.959985101318962,True
16.0,3.0,12.077199116129302,5.959985101318962,True
16.0,5.0,12.077199116129302,5.959985101318962,True
16.0,7.0,12.077199116129302,5.959985101318962,True
16.0,9.0,12.077199116129302,5.959985101318962,True
16.0,11.0,12.077199116129302,5.959985101318962,True
16.0,13.0,12.077199116129302,5.959985101318962,True
16.0,15.0,12.077199116129302,5.959985101318962,True
16.0,17.0,12.077199116129302,5.959985101318962,True
16.0,19.0,12.077199116129302,5.959985101318962,True
16.0,21.0,12.077199116129302,5.959985101318962,True
