T_room,T_amb,Q_AC_kW,COP_inner,clamped
8.0,0.0,4.927170558952699,6.329311109147692,True
8.0,1.0,4.927170558952699,6.329311109147692,True
8.0,2.0,4.927170558952699,6.329311109147692,True
8.0,3.0,4.927170558952699,6.329311109147692,True
8.0,4.0,4.927170558952699,6.329311109147692,True
8.0,5.0,4.927170558952699,6.329311109147692,True
8.0,6.0,4.927170558952699,6.329311109147692,True
8.0,7.0,4.927170558952699,6.329311109147692,True
8.0,8.0,4.897156442116154,6.2213087055299585,False
8.0,9.0,4.833821046002597,6.001770387401632,False
8.0,10.0,4.7705763422762555,5.793206607671132,False
8.0,11.0,4.7074193556317825,5.59482098946632,False
8.0,12.0,4.64434794455857,5.40589522445041,False
8.0,13.0,4.581360704042941,5.225778603295404,False
8.0,14.0,4.518456883359105,5.053879408219444,False
8.0,15.0,4.455636316008292,4.889657756668263,False
8.0,16.0,4.392899359496662,4.73261959066666,False
8.0,17.0,4.330246843122172,4.582311581670714,False
8.0,18.0,4.267680022311122,4.438316775266131,False
8.0,19.0,4.205200538334002,4.3002508400523505,False
8.0,20.0,4.142810382459035,4.167758814742497,False
8.0,21.0,4.0805118637854445,4.040512269816743,False
8.0,22.0,4.018307580147768,3.9182068170112805,False
8.0,23.0,3.956200391605327,3.800559912925753,False
8.0,24.0,3.8941933961002957,3.6873089130875942,False
8.0,25.0,3.832289907170772,3.5782093409036544,False
8.0,26.0,3.7704934330796207,3.47303334159426,False
8.0,27.0,3.708807657704391,3.3715682970488974,False
8.0,28.0,3.6472364227316696,3.2736155807122236,False
8.0,29.0,3.5857837112213917,3.1789894352949215,False
8.0,30.0,3.5244536324942084,3.0875159585902936,False
8.0,31.0,3.463250408344328,2.999032184857499,False
8.0,32.0,3.4021783606019222,2.9133852510156975,False
8.0,33.0,3.3412419000838636,2.8304316383735637,False
8.0,34.0,3.280445516979055,2.750036481857808,False
8.0,35.0,3.2197937727155588,2.672072939741835,False
8.0,36.0,3.1592912933510053,2.5964216177513144,False
9.0,0.0,5.063960508925075,6.364751397625193,True
9.0,1.0,5.063960508925075,6.364751397625193,True
9.0,2.0,5.063960508925075,6.364751397625193,True
9.0,3.0,5.063960508925075,6.364751397625193,True
9.0,4.0,5.063960508925075,6.364751397625193,True
9.0,5.0,5.063960508925075,6.364751397625193,True
9.0,6.0,5.063960508925075,6.364751397625193,True
9.0,7.0,5.063960508925075,6.364751397625193,True
9.0,8.0,5.063960508925075,6.364751397625193,True
9.0,9.0,5.044981359176444,6.297313277497734,False
9.0,10.0,4.979599824150946,6.072539281673198,False
9.0,11.0,4.914313093220761,5.8591209648472375,False
9.0,12.0,4.849118054100301,5.656231446521474,False
9.0,13.0,4.7840124474503956,5.463124431688194,False
9.0,14.0,4.718994766724322,5.279123544147959,False
9.0,15.0,4.654064173444557,5.1036135316660936,False
9.0,16.0,4.589220424896577,4.936032933591117,False
9.0,17.0,4.5244638118739795,4.775867906123917,False
9.0,18.0,4.4597951046037085,4.622646975145766,False
9.0,19.0,4.395215505361316,4.47593654067973,False
9.0,20.0,4.330726606584549,4.3353369968240445,False
9.0,21.0,4.266330353530157,4.200479360571659,False
9.0,22.0,4.202029010708752,4.071022325169458,False
9.0,23.0,4.137825131487084,3.9466496705942973,False
9.0,24.0,4.0737215303398155,3.8270679767022857,False
9.0,25.0,4.0097212575642835,3.712004594922119,False
9.0,26.0,3.9458275757375607,3.601205841699264,False
9.0,27.0,3.8820439382295846,3.494435384077304,False
9.0,28.0,3.8183739692597896,3.3914727919619887,False
9.0,29.0,3.754821445534555,3.2921122361169584,False
9.0,30.0,3.6913902793909825,3.196161314055996,False
9.0,31.0,3.62808450342829,3.103439988687578,False
9.0,32.0,3.564908256634142,3.013779626762378,False
9.0,33.0,3.5018657720315396,2.9270221259884104,False
9.0,34.0,3.438961365882103,2.843019121193068,False
9.0,35.0,3.3761994284847323,2.7616312611741667,False
9.0,36.0,3.313584416604326,2.682727548947814,False
10.0,0.0,5.202880235093961,6.396984691098563,True
10.0,1.0,5.202880235093961,6.396984691098563,True
10.0,2.0,5.202880235093961,6.396984691098563,True
10.0,3.0,5.202880235093961,6.396984691098563,True
10.0,4.0,5.202880235093961,6.396984691098563,True
10.0,5.0,5.202880235093961,6.396984691098563,True
10.0,6.0,5.202880235093961,6.396984691098563,True
10.0,7.0,5.202880235093961,6.396984691098563,True
10.0,8.0,5.202880235093961,6.396984691098563,True
10.0,9.0,5.202880235093961,6.396984691098563,True
10.0,10.0,5.195712548236635,6.37184542260443,False
10.0,11.0,5.128229078863459,6.141820766929767,False
10.0,12.0,5.060844551407449,5.923541886980209,False
10.0,13.0,4.993555710906468,5.71615002862438,False
10.0,14.0,4.926360174397228,5.518869709463719,False
10.0,15.0,4.85925632779373,5.330997835665878,False
10.0,16.0,4.792243238543264,5.151894702388199,False
10.0,17.0,4.725320580972968,4.9809764698250945,False
10.0,18.0,4.65848857190686,4.817708810567344,False
10.0,19.0,4.591747914641529,4.661601498118775,False
10.0,20.0,4.525099749761616,4.512203760212061,False
10.0,21.0,4.458545611584131,4.369100260132939,False
10.0,22.0,4.392087389264993,4.231907598712611,False
10.0,23.0,4.3257272917973415,4.100271251841921,False
10.0,24.0,4.259467816255169,3.9738628752405525,False
10.0,25.0,4.1933117190015246,3.852377921457412,False
10.0,26.0,4.127261989041766,3.7355335236100324,False
10.0,27.0,4.061321823791075,3.6230666092718558,False
10.0,28.0,3.995494606676645,3.514732213363437,False
10.0,29.0,3.9297838865749495,3.4103019644417385,False
10.0,30.0,3.8641933589751036,3.309562722706825,False
10.0,31.0,3.7987268488226413,3.212315351376638,False
10.0,32.0,3.7333882950296893,3.1183736057937215,False
10.0,33.0,3.6681817366601503,3.027563126860861,False
10.0,34.0,3.6031113008122344,2.939720527257986,False
10.0,35.0,3.538181192226434,2.8546925604362925,False
10.0,36.0,3.473395684644746,2.772335363684636,False
11.0,0.0,5.343909668129519,6.425997524639339,True
11.0,1.0,5.343909668129519,6.425997524639339,True
11.0,2.0,5.343909668129519,6.425997524639339,True
11.0,3.0,5.343909668129519,6.425997524639339,True
11.0,4.0,5.343909668129519,6.425997524639339,True
11.0,5.0,5.343909668129519,6.425997524639339,True
11.0,6.0,5.343909668129519,6.425997524639339,True
11.0,7.0,5.343909668129519,6.425997524639339,True
11.0,8.0,5.343909668129519,6.425997524639339,True
11.0,9.0,5.343909668129519,6.425997524639339,True
11.0,10.0,5.343909668129519,6.425997524639339,True
11.0,11.0,5.343909668129519,6.425997524639339,True
11.0,12.0,5.279720034382404,6.209582522516952,False
11.0,13.0,5.210180573756997,5.9864422558725785,False
11.0,14.0,5.140740809497409,5.77455451480229,False
11.0,15.0,5.071398228549247,5.573113419221813,False
11.0,16.0,5.002151102515603,5.381388103067528,False
11.0,17.0,4.932998397582257,5.198713491488655,False
11.0,18.0,4.8639396974144775,5.024482568849806,False
11.0,19.0,4.794975136551734,4.858139833557191,False
11.0,20.0,4.726105342349841,4.6991757093035975,False
11.0,21.0,4.657331383924884,4.547121735784162,False
11.0,22.0,4.588654726870832,4.401546401295573,False
11.0,23.0,4.520077192774524,4.262051508986443,False
11.0,24.0,4.4516009227171915,4.128268990641378,False
11.0,25.0,4.383228344359965,3.999858099028725,False
11.0,26.0,4.314962141672488,3.876502922261212,False
11.0,27.0,4.246805227512679,3.7579101747746337,False
11.0,28.0,4.1787607183966635,3.6438072266424,False
11.0,29.0,4.110831911411609,3.5339403398181197,False
11.0,30.0,4.043022263118956,3.428073084854461,False
11.0,31.0,3.975335370368296,3.3259849157934873,False
11.0,32.0,3.907774952980672,3.227469884288665,False
11.0,33.0,3.840344838288128,3.1323354767818623,False
11.0,34.0,3.773048947534493,3.0404015608363455,False
11.0,35.0,3.705891284151375,2.9514994286223803,False
11.0,36.0,3.6388759239236412,2.8654709271374026,False
