refrigerant,bore_mm,season,hour,E_ac_kWh,E_vent_kWh
R1234yf,40.0,summer,19,0.7025809959572978,0.4297323700192697
R1234yf,40.0,summer,20,0.7113579705696536,0.4297323700192697
R1234yf,40.0,summer,21,0.6985954185831386,0.4297323700192697
R1234yf,40.0,summer,22,0.7039226972462639,0.4297323700192697
R1234yf,40.0,summer,23,0.6992454264817393,0.4297323700192697
R1234yf,40.0,fall,0,0.11773108116827277,0.15912206166987822
R1234yf,40.0,fall,1,0.0,0.14999999999999997
R1234yf,40.0,fall,2,0.0,0.14999999999999997
R1234yf,40.0,fall,3,0.0,0.14999999999999997
R1234yf,40.0,fall,4,0.42366338271280946,0.3489882466795131
R1234yf,40.0,fall,5,0.7230747906588484,0.5388544316891479
R1234yf,40.0,fall,6,0.8048260508924328,0.5979764933590263
R1234yf,40.0,fall,7,0.8121446901775344,0.5979764933590263
R1234yf,40.0,fall,8,0.8336541386424307,0.5979764933590263
R1234yf,40.0,fall,9,0.7994328570123823,0.5979764933590263
R1234yf,40.0,fall,10,1.0409268031489516,0.7287206166987829
R1234yf,40.0,fall,11,0.8511669776354909,0.5979764933590263
R1234yf,40.0,fall,12,0.8103721882802497,0.5979764933590263
R1234yf,40.0,fall,13,0.9418796691183214,0.6570985550289046
R1234yf,40.0,fall,14,0.9449677512028718,0.6695985550289045
R1234yf,40.0,fall,15,0.8247601224309524,0.5979764933590263
R1234yf,40.0,fall,16,0.8173470744507356,0.5979764933590263
R1234yf,40.0,fall,17,0.8381476174084324,0.5979764933590263
R1234yf,40.0,fall,18,0.619639464311461,0.46723237001926965
R1234yf,40.0,fall,19,0.6455276558866818,0.45473237001926964
R1234yf,40.0,fall,20,0.6461530032758951,0.4297323700192697
R1234yf,40.0,fall,21,0.5504986393065205,0.3831103083493914
R1234yf,40.0,fall,22,0.5558643138618002,0.3831103083493913
R1234yf,40.0,fall,23,0.35118814446587865,0.2898661850096348
R1234yf,50.0,winter,0,0.0,0.09999999999999999
R1234yf,50.0,winter,1,0.22493580215867015,0.17440947135918483
R1234yf,50.0,winter,2,0.2259082192546022,0.19940947135918485
R1234yf,50.0,winter,3,0.0,0.09999999999999999
R1234yf,50.0,winter,4,0.18938174911633043,0.21190947135918484
R1234yf,50.0,winter,5,0.0,0.14999999999999997
R1234yf,50.0,winter,6,0.8408716780679495,0.6220473567959242
R1234yf,50.0,winter,7,0.8597887894599345,0.5970473567959242
R1234yf,50.0,winter,8,1.0331793325870073,0.7089568281551091
R1234yf,50.0,winter,9,1.218661821660501,0.8208662995142939
R1234yf,50.0,winter,10,1.0575849373860464,0.7089568281551091
R1234yf,50.0,winter,11,1.025495169081493,0.7089568281551091
R1234yf,50.0,winter,12,1.0932380043425987,0.7089568281551091
R1234yf,50.0,winter,13,1.0795514419446919,0.7089568281551091
R1234yf,50.0,winter,14,1.2324902357053578,0.8083662995142938
R1234yf,50.0,winter,15,1.2072878952097204,0.8208662995142939
R1234yf,50.0,winter,16,1.032442820820218,0.7089568281551091
R1234yf,50.0,winter,17,0.8686092282941452,0.5970473567959242
R1234yf,50.0,winter,18,1.1181235115431596,0.6714568281551091
R1234yf,50.0,winter,19,0.562327839831833,0.3982284140775546
R1234yf,50.0,winter,20,0.0,0.13749999999999996
R1234yf,50.0,winter,21,0.0,0.13749999999999996
R1234yf,50.0,winter,22,0.0,0.12499999999999996
R1234yf,50.0,winter,23,0.0,0.11249999999999996
R1234yf,50.0,spring,0,0.0,0.11249999999999999
R1234yf,50.0,spring,1,0.0,0.13749999999999996
R1234yf,50.0,spring,2,0.0,0.12499999999999996
R1234yf,50.0,spring,3,0.0,0.11249999999999996
R1234yf,50.0,spring,4,0.0,0.14999999999999997
R1234yf,50.0,spring,5,0.6920046422190388,0.5101378854367393
R1234yf,50.0,spring,6,1.016936767966979,0.7089568281551091
R1234yf,50.0,spring,7,1.0396407659729228,0.7089568281551091
R1234yf,50.0,spring,8,1.2406628193806082,0.8208662995142939
R1234yf,50.0,spring,9,1.1980037432553678,0.8083662995142938
R1234yf,50.0,spring,10,1.2605358477910475,0.8208662995142939
R1234yf,50.0,spring,11,1.391139464521805,0.9202757708734788
R1234yf,50.0,spring,12,1.0963951137707855,0.7089568281551091
R1234yf,50.0,spring,13,1.2251971689989487,0.808366299514294
R1234yf,50.0,spring,14,1.26209464375616,0.8208662995142939
R1234yf,50.0,spring,15,1.348685816993474,0.9202757708734788
R1234yf,50.0,spring,16,1.0699304697455918,0.7089568281551091
R1234yf,50.0,spring,17,1.0614945907133264,0.7089568281551091
R1234yf,50.0,spring,18,1.091108067305464,0.6714568281551091
R1234yf,50.0,spring,19,0.7585653815576464,0.4851378854367394
R1234yf,50.0,spring,20,0.8142337918904312,0.49763788543673937
R1234yf,50.0,spring,21,0.6000874590530547,0.38572841407755454
R1234yf,50.0,spring,22,0.4204977091475105,0.31131894271836963
R1234yf,50.0,spring,23,0.0,0.14999999999999997
R1234yf,50.0,summer,0,0.6512637468370628,0.33572841407755455
R1234yf,50.0,summer,1,0.9068459376783027,0.4476378854367394
R1234yf,50.0,summer,2,0.9132480054797123,0.4476378854367394
R1234yf,50.0,summer,3,1.0638319360032344,0.6095473567959242
R1234yf,50.0,summer,4,0.9536839568372033,0.5845473567959242
R1234yf,50.0,summer,5,1.1041949829386883,0.7089568281551091
R1234yf,50.0,summer,6,1.1099428391314714,0.7089568281551091
R1234yf,50.0,summer,7,1.3949905446651931,0.9202757708734788
R1234yf,50.0,summer,8,1.1024833257071185,0.6714568281551091
R1234yf,50.0,summer,9,1.5351900841180535,0.8952757708734788
R1234yf,50.0,summer,10,1.5149619881476757,0.8952757708734788
R1234yf,50.0,summer,11,1.5577421682319716,0.8952757708734788
R1234yf,50.0,summer,12,1.1957789759035486,0.6714568281551091
R1234yf,50.0,summer,13,1.637693530838797,0.8952757708734788
R1234yf,50.0,summer,14,1.6347981131303277,0.8952757708734788
R1234yf,50.0,summer,15,1.610021112367945,0.8952757708734788
R1234yf,50.0,summer,16,1.6206455659763246,0.8952757708734788
R1234yf,50.0,summer,17,1.2339738402300848,0.6714568281551091
R1234yf,50.0,summer,18,1.2472887005978683,0.6714568281551091
R1234yf,50.0,summer,19,1.2533186442209043,0.6714568281551091
R1234yf,50.0,summer,20,1.0395649061167211,0.5595473567959242
R1234yf,50.0,summer,21,1.0461450451238385,0.5595473567959242
R1234yf,50.0,summer,22,0.8278691074639339,0.4476378854367394
R1234yf,50.0,summer,23,1.0510542811108303,0.5595473567959242
R1234yf,50.0,fall,0,0.6554432011367352,0.3607284140775545
R1234yf,50.0,fall,1,0.22545535589375454,0.2119094713591848
R1234yf,50.0,fall,2,0.0,0.14999999999999997
R1234yf,50.0,fall,3,0.0,0.14999999999999997
R1234yf,50.0,fall,4,0.5622086217813782,0.4232284140775545
R1234yf,50.0,fall,5,0.8852340809917876,0.5970473567959242
R1234yf,50.0,fall,6,1.0337821733110633,0.7089568281551091
R1234yf,50.0,fall,7,1.2248984618355239,0.8208662995142939
R1234yf,50.0,fall,8,1.0603630951899001,0.7089568281551091
R1234yf,50.0,fall,9,1.3443907966927517,0.9202757708734788
R1234yf,50.0,fall,10,1.045809245417885,0.7089568281551091
R1234yf,50.0,fall,11,1.4083983589216698,0.9202757708734788
R1234yf,50.0,fall,12,1.0698441694098784,0.7089568281551091
R1234yf,50.0,fall,13,1.411651425151666,0.9202757708734788
R1234yf,50.0,fall,14,1.0943623019412914,0.7089568281551091
R1234yf,50.0,fall,15,1.35945741817097,0.9202757708734788
R1234yf,50.0,fall,16,1.0802153407729684,0.7089568281551091
R1234yf,50.0,fall,17,1.0784905206805344,0.7089568281551091
R1234yf,50.0,fall,18,1.104622011452957,0.6714568281551091
R1234yf,50.0,fall,19,0.7679421714234547,0.4851378854367394
R1234yf,50.0,fall,20,0.8095726570115299,0.4976378854367394
R1234yf,50.0,fall,21,0.6167023052636591,0.4107284140775545
R1234yf,50.0,fall,22,0.8473439469896775,0.4851378854367394
R1234yf,50.0,fall,23,0.6454838409700179,0.37322841407755447
DimethylEther,30.0,winter,0,0.0,0.09999999999999999
DimethylEther,30.0,winter,1,0.15587821276578365,0.18091752615049123
DimethylEther,30.0,winter,2,0.0,0.09999999999999999
DimethylEther,30.0,winter,3,0.0,0.09999999999999999
DimethylEther,30.0,winter,4,0.2866350174836758,0.2868350523009824
DimethylEther,30.0,winter,5,0.5496430327021204,0.4736701046019648
DimethylEther,30.0,winter,6,0.5972368067361579,0.4736701046019648
DimethylEther,30.0,winter,7,0.6451750597399499,0.4736701046019648
DimethylEther,30.0,winter,8,0.6824647422246073,0.4736701046019648
DimethylEther,30.0,winter,9,0.7159746214880022,0.4736701046019648
DimethylEther,30.0,winter,10,0.7326623323056013,0.4736701046019648
DimethylEther,30.0,winter,11,0.7181918142901875,0.4736701046019648
DimethylEther,30.0,winter,12,0.6915357459315606,0.4736701046019648
DimethylEther,30.0,winter,13,0.6760228816608571,0.4736701046019648
DimethylEther,30.0,winter,14,0.6911294492114142,0.4736701046019648
DimethylEther,30.0,winter,15,0.7175505880738664,0.4736701046019648
DimethylEther,30.0,winter,16,0.710541328449582,0.4736701046019648
DimethylEther,30.0,winter,17,0.6463789089297751,0.4736701046019648
DimethylEther,30.0,winter,18,0.48120328534537166,0.4072250871683041
DimethylEther,30.0,winter,19,0.19140940461613565,0.2453900348673216
DimethylEther,30.0,winter,20,0.0,0.13749999999999996
DimethylEther,30.0,winter,21,0.0,0.13749999999999996
DimethylEther,30.0,winter,22,0.0,0.12499999999999996
DimethylEther,30.0,winter,23,0.0,0.11249999999999996
DimethylEther,30.0,spring,0,0.0,0.11249999999999999
DimethylEther,30.0,spring,1,0.0,0.13749999999999996
DimethylEther,30.0,spring,2,0.0,0.12499999999999996
DimethylEther,30.0,spring,3,0.0,0.11249999999999996
DimethylEther,30.0,spring,4,0.0,0.14999999999999997
DimethylEther,30.0,spring,5,0.4359103786564331,0.3927525784514736
DimethylEther,30.0,spring,6,0.6082337106003839,0.4736701046019648
DimethylEther,30.0,spring,7,0.6485993715727638,0.4736701046019648
DimethylEther,30.0,spring,8,0.6834426497065637,0.4736701046019648
DimethylEther,30.0,spring,9,0.7162281823614183,0.4736701046019648
DimethylEther,30.0,spring,10,0.7327253270182625,0.4736701046019648
DimethylEther,30.0,spring,11,0.718218922415201,0.4736701046019648
DimethylEther,30.0,spring,12,0.6915585669929604,0.4736701046019648
DimethylEther,30.0,spring,13,0.6760346290857814,0.4736701046019648
DimethylEther,30.0,spring,14,0.6911227550500915,0.4736701046019648
DimethylEther,30.0,spring,15,0.7175339214566168,0.4736701046019648
DimethylEther,30.0,spring,16,0.7105477849410984,0.4736701046019648
DimethylEther,30.0,spring,17,0.646423345524372,0.4736701046019648
DimethylEther,30.0,spring,18,0.4831537138918889,0.4072250871683041
DimethylEther,30.0,spring,19,0.4861303242463749,0.40722508716830397
DimethylEther,30.0,spring,20,0.34609156662391394,0.3138075610178128
DimethylEther,30.0,spring,21,0.29813636071805505,0.27433505230098243
DimethylEther,30.0,spring,22,0.1495594303835427,0.21841752615049118
DimethylEther,30.0,spring,23,0.0,0.14999999999999997
DimethylEther,30.0,summer,0,0.31380268346754014,0.2368350523009824
DimethylEther,30.0,summer,1,0.3175843953036522,0.2368350523009824
DimethylEther,30.0,summer,2,0.426062852745685,0.31578006973464323
DimethylEther,30.0,summer,3,0.4095290956834377,0.3282800697346432
DimethylEther,30.0,summer,4,0.48341953270566124,0.40722508716830397
DimethylEther,30.0,summer,5,0.5229370969384106,0.40722508716830397
DimethylEther,30.0,summer,6,0.6223734543455037,0.4736701046019648
DimethylEther,30.0,summer,7,0.6527231166794452,0.4736701046019648
DimethylEther,30.0,summer,8,0.6844638076803831,0.4736701046019648
DimethylEther,30.0,summer,9,0.7163426408202622,0.4736701046019648
DimethylEther,30.0,summer,10,0.7326909676790412,0.4736701046019648
DimethylEther,30.0,summer,11,0.7183114935987214,0.4736701046019648
DimethylEther,30.0,summer,12,0.6932416339197018,0.4736701046019648
DimethylEther,30.0,summer,13,0.6974823877128633,0.4736701046019648
DimethylEther,30.0,summer,14,0.7060220235839184,0.4736701046019648
DimethylEther,30.0,summer,15,0.719547947506583,0.4736701046019648
DimethylEther,30.0,summer,16,0.7122700597926681,0.4736701046019648
DimethylEther,30.0,summer,17,0.6948693982522347,0.4736701046019648
DimethylEther,30.0,summer,18,0.682406254111926,0.4736701046019648
DimethylEther,30.0,summer,19,0.5524818229748515,0.394725087168304
DimethylEther,30.0,summer,20,0.43398159945788106,0.31578006973464323
DimethylEther,30.0,summer,21,0.47818347040316156,0.3552525784514736
DimethylEther,30.0,summer,22,0.4249553109689573,0.3157800697346432
DimethylEther,30.0,summer,23,0.4249019725350871,0.3157800697346432
DimethylEther,30.0,fall,0,0.2571268920183892,0.22236254358415203
DimethylEther,30.0,fall,1,0.049258476899643834,0.1644725087168304
DimethylEther,30.0,fall,2,0.0,0.14999999999999997
DimethylEther,30.0,fall,3,0.0,0.14999999999999997
DimethylEther,30.0,fall,4,0.28343176198884,0.2993350523009824
DimethylEther,30.0,fall,5,0.54569229674967,0.44669759588513447
DimethylEther,30.0,fall,6,0.611869241739484,0.4736701046019648
DimethylEther,30.0,fall,7,0.6496679313307807,0.4736701046019648
DimethylEther,30.0,fall,8,0.6837092114739801,0.4736701046019648
DimethylEther,30.0,fall,9,0.7162611695735046,0.4736701046019648
DimethylEther,30.0,fall,10,0.7327186007598314,0.4736701046019648
DimethylEther,30.0,fall,11,0.7182415325203355,0.4736701046019648
DimethylEther,30.0,fall,12,0.6916008892078529,0.4736701046019648
DimethylEther,30.0,fall,13,0.6760590767546688,0.4736701046019648
DimethylEther,30.0,fall,14,0.6911068958875726,0.4736701046019648
DimethylEther,30.0,fall,15,0.7174956923751796,0.4736701046019648
DimethylEther,30.0,fall,16,0.7105623962388714,0.4736701046019648
DimethylEther,30.0,fall,17,0.6465247663812269,0.4736701046019648
DimethylEther,30.0,fall,18,0.4837555004118331,0.4072250871683041
DimethylEther,30.0,fall,19,0.49031924295523177,0.40722508716830397
DimethylEther,30.0,fall,20,0.3905276640840192,0.34078006973464325
DimethylEther,30.0,fall,21,0.2992304310460315,0.2743350523009824
DimethylEther,30.0,fall,22,0.2996310472489415,0.28683505230098244
DimethylEther,30.0,fall,23,0.3005760349281759,0.2868350523009824
DimethylEther,40.0,winter,0,0.0,0.09999999999999999
DimethylEther,40.0,winter,1,0.21001904095230534,0.20284669765984137
DimethylEther,40.0,winter,2,0.0,0.09999999999999999
DimethylEther,40.0,winter,3,0.0,0.09999999999999999
DimethylEther,40.0,winter,4,0.18881678055805798,0.22784669765984136
DimethylEther,40.0,winter,5,0.0,0.14999999999999997
DimethylEther,40.0,winter,6,0.5348886431425308,0.4710400929795242
DimethylEther,40.0,winter,7,0.6325908144952821,0.5287134418094449
DimethylEther,40.0,winter,8,0.8202420857965045,0.6440601394692862
DimethylEther,40.0,winter,9,0.8404133777101874,0.6565601394692863
DimethylEther,40.0,winter,10,0.7141371373025797,0.5863867906393656
DimethylEther,40.0,winter,11,0.9206621149703527,0.714233488299207
DimethylEther,40.0,winter,12,0.7510017572146689,0.5863867906393656
DimethylEther,40.0,winter,13,0.7382353104051413,0.5863867906393656
DimethylEther,40.0,winter,14,0.724460092048814,0.5863867906393656
DimethylEther,40.0,winter,15,0.9016312900589335,0.714233488299207
DimethylEther,40.0,winter,16,0.7396222685593707,0.5863867906393656
DimethylEther,40.0,winter,17,0.5536427395269274,0.45854009297952425
DimethylEther,40.0,winter,18,0.37035908856556254,0.3556933953196828
DimethylEther,40.0,winter,19,0.0,0.14999999999999997
DimethylEther,40.0,winter,20,0.0,0.13749999999999996
DimethylEther,40.0,winter,21,0.0,0.13749999999999996
DimethylEther,40.0,winter,22,0.0,0.12499999999999996
DimethylEther,40.0,winter,23,0.0,0.11249999999999996
DimethylEther,40.0,spring,0,0.0,0.11249999999999999
DimethylEther,40.0,spring,1,0.0,0.13749999999999996
DimethylEther,40.0,spring,2,0.0,0.12499999999999996
DimethylEther,40.0,spring,3,0.0,0.11249999999999996
DimethylEther,40.0,spring,4,0.0,0.14999999999999997
DimethylEther,40.0,spring,5,0.45128330146878615,0.4133667441496035
DimethylEther,40.0,spring,6,0.7294012259196645,0.5863867906393656
DimethylEther,40.0,spring,7,0.7369362729547604,0.5863867906393656
DimethylEther,40.0,spring,8,0.9131758203583191,0.714233488299207
DimethylEther,40.0,spring,9,0.7725509429208041,0.5863867906393656
DimethylEther,40.0,spring,10,0.9286345762581252,0.714233488299207
DimethylEther,40.0,spring,11,0.765362106265219,0.5863867906393656
DimethylEther,40.0,spring,12,0.9309851049084431,0.714233488299207
DimethylEther,40.0,spring,13,0.7843693705348086,0.5863867906393656
DimethylEther,40.0,spring,14,0.8180677031609067,0.6440601394692862
DimethylEther,40.0,spring,15,0.8660177473329985,0.6565601394692863
DimethylEther,40.0,spring,16,0.7283885740006237,0.5863867906393656
DimethylEther,40.0,spring,17,0.759677571448025,0.5863867906393656
DimethylEther,40.0,spring,18,0.5675273932314724,0.45854009297952425
DimethylEther,40.0,spring,19,0.5806041838114597,0.45854009297952414
DimethylEther,40.0,spring,20,0.5945796593184804,0.4460400929795242
DimethylEther,40.0,spring,21,0.6005278032185792,0.4210400929795242
DimethylEther,40.0,spring,22,0.3979633803811291,0.30569339531968276
DimethylEther,40.0,spring,23,0.0,0.14999999999999997
DimethylEther,40.0,summer,0,0.5350366783940452,0.3508667441496035
DimethylEther,40.0,summer,1,0.5268245591815822,0.3508667441496035
DimethylEther,40.0,summer,2,0.6339350421700327,0.43354009297952417
DimethylEther,40.0,summer,3,0.5140448027826224,0.36336674414960346
DimethylEther,40.0,summer,4,0.5755266552513949,0.4460400929795242
DimethylEther,40.0,summer,5,0.7632298255566405,0.5863867906393656
DimethylEther,40.0,summer,6,0.7517535827659496,0.5863867906393656
DimethylEther,40.0,summer,7,0.9672850918201741,0.714233488299207
DimethylEther,40.0,summer,8,0.7849349947521953,0.5863867906393656
DimethylEther,40.0,summer,9,0.9961091749422116,0.701733488299207
DimethylEther,40.0,summer,10,1.0086655129475048,0.701733488299207
DimethylEther,40.0,summer,11,1.037637434769295,0.701733488299207
DimethylEther,40.0,summer,12,0.8719050172172996,0.5613867906393656
DimethylEther,40.0,summer,13,1.1063679904113264,0.701733488299207
DimethylEther,40.0,summer,14,1.1122517615754552,0.701733488299207
DimethylEther,40.0,summer,15,1.1047463130036637,0.701733488299207
DimethylEther,40.0,summer,16,1.1015417176874602,0.701733488299207
DimethylEther,40.0,summer,17,0.8904064374856887,0.5613867906393656
DimethylEther,40.0,summer,18,0.8796722626053441,0.5613867906393656
DimethylEther,40.0,summer,19,0.649257433979882,0.4210400929795242
DimethylEther,40.0,summer,20,0.6460339704329826,0.4210400929795242
DimethylEther,40.0,summer,21,0.6446699014209887,0.4210400929795242
DimethylEther,40.0,summer,22,0.6350696969929857,0.4210400929795242
DimethylEther,40.0,summer,23,0.6409993191407947,0.4210400929795242
DimethylEther,40.0,fall,0,0.306390064277387,0.26052004648976207
DimethylEther,40.0,fall,1,0.0,0.14999999999999997
DimethylEther,40.0,fall,2,0.0,0.14999999999999997
DimethylEther,40.0,fall,3,0.0,0.14999999999999997
DimethylEther,40.0,fall,4,0.37262433956773133,0.3681933953196828
DimethylEther,40.0,fall,5,0.5666597533724441,0.45854009297952425
DimethylEther,40.0,fall,6,0.7265589948532756,0.5863867906393656
DimethylEther,40.0,fall,7,0.7267540983014487,0.5863867906393656
DimethylEther,40.0,fall,8,0.9339563187573274,0.714233488299207
DimethylEther,40.0,fall,9,0.7525215566696439,0.5863867906393656
DimethylEther,40.0,fall,10,0.9387097795956072,0.714233488299207
DimethylEther,40.0,fall,11,0.734436364693246,0.5863867906393656
DimethylEther,40.0,fall,12,0.9537876541520636,0.714233488299207
DimethylEther,40.0,fall,13,0.7801556209539431,0.5863867906393656
DimethylEther,40.0,fall,14,0.8141855308944052,0.6440601394692862
DimethylEther,40.0,fall,15,0.8657798430871387,0.6565601394692863
DimethylEther,40.0,fall,16,0.7309963978790256,0.5863867906393656
DimethylEther,40.0,fall,17,0.767533493646687,0.5863867906393656
DimethylEther,40.0,fall,18,0.5767264529390126,0.45854009297952425
DimethylEther,40.0,fall,19,0.5880533865210926,0.4460400929795242
DimethylEther,40.0,fall,20,0.593198504967882,0.43354009297952417
DimethylEther,40.0,fall,21,0.6021808389843551,0.4210400929795242
DimethylEther,40.0,fall,22,0.5988696895374526,0.4210400929795242
DimethylEther,40.0,fall,23,0.4001295347502066,0.3306933953196828
DimethylEther,50.0,winter,0,0.0,0.09999999999999999
DimethylEther,50.0,winter,1,0.20167042466311616,0.18464585754675114
DimethylEther,50.0,winter,2,0.0,0.09999999999999999
DimethylEther,50.0,winter,3,0.0,0.09999999999999999
DimethylEther,50.0,winter,4,0.17065905406262785,0.20964585754675108
DimethylEther,50.0,winter,5,0.0,0.14999999999999997
DimethylEther,50.0,winter,6,0.7684614966713769,0.6107292877337557
DimethylEther,50.0,winter,7,0.9062975616534011,0.6953751452805068
DimethylEther,50.0,winter,8,0.952229451499764,0.6953751452805068
DimethylEther,50.0,winter,9,0.9181910817530429,0.6953751452805068
DimethylEther,50.0,winter,10,1.2480419025138805,0.902166860374009
DimethylEther,50.0,winter,11,0.9624699953607159,0.6953751452805068
DimethylEther,50.0,winter,12,0.9265753639841812,0.6953751452805068
DimethylEther,50.0,winter,13,1.1120737743722333,0.7925210028272579
DimethylEther,50.0,winter,14,1.0776057817119016,0.805021002827258
DimethylEther,50.0,winter,15,0.9479569429355191,0.6953751452805068
DimethylEther,50.0,winter,16,0.9200959683870483,0.6953751452805068
DimethylEther,50.0,winter,17,0.9586926387610317,0.6953751452805068
DimethylEther,50.0,winter,18,0.48563080587314983,0.40393757264025354
DimethylEther,50.0,winter,19,0.0,0.14999999999999997
DimethylEther,50.0,winter,20,0.0,0.13749999999999996
DimethylEther,50.0,winter,21,0.0,0.13749999999999996
DimethylEther,50.0,winter,22,0.0,0.12499999999999996
DimethylEther,50.0,winter,23,0.0,0.11249999999999996
DimethylEther,50.0,spring,0,0.0,0.11249999999999999
DimethylEther,50.0,spring,1,0.0,0.13749999999999996
DimethylEther,50.0,spring,2,0.0,0.12499999999999996
DimethylEther,50.0,spring,3,0.0,0.11249999999999996
DimethylEther,50.0,spring,4,0.0,0.14999999999999997
DimethylEther,50.0,spring,5,0.7719318499046988,0.6107292877337557
DimethylEther,50.0,spring,6,0.9038267962579194,0.6953751452805068
DimethylEther,50.0,spring,7,0.9652833480368811,0.6953751452805068
DimethylEther,50.0,spring,8,0.9417378566701662,0.6953751452805068
DimethylEther,50.0,spring,9,1.297383065587531,0.902166860374009
DimethylEther,50.0,spring,10,1.1330889044181158,0.7925210028272579
DimethylEther,50.0,spring,11,1.1745017485269855,0.805021002827258
DimethylEther,50.0,spring,12,1.2726624695441835,0.902166860374009
DimethylEther,50.0,spring,13,0.9481821651512246,0.6953751452805068
DimethylEther,50.0,spring,14,1.2793087329475656,0.902166860374009
DimethylEther,50.0,spring,15,1.0937963016323233,0.7925210028272579
DimethylEther,50.0,spring,16,1.137411034412589,0.805021002827258
DimethylEther,50.0,spring,17,0.9488321082946805,0.6953751452805068
DimethylEther,50.0,spring,18,0.9868937037929133,0.6828751452805069
DimethylEther,50.0,spring,19,0.6874507952347991,0.4635834301870046
DimethylEther,50.0,spring,20,0.5439820876348536,0.4039375726402535
DimethylEther,50.0,spring,21,0.5498393433568792,0.4164375726402534
DimethylEther,50.0,spring,22,0.3800698985631127,0.29429171509350227
DimethylEther,50.0,spring,23,0.0,0.14999999999999997
DimethylEther,50.0,summer,0,0.5891873815687818,0.32893757264025336
DimethylEther,50.0,summer,1,0.7886827654323232,0.4385834301870045
DimethylEther,50.0,summer,2,0.9912976952154292,0.5482292877337557
DimethylEther,50.0,summer,3,0.7591401450771196,0.4635834301870046
DimethylEther,50.0,summer,4,0.8746155546447151,0.5857292877337557
DimethylEther,50.0,summer,5,1.0020264413577067,0.6953751452805068
DimethylEther,50.0,summer,6,1.2982172829478165,0.902166860374009
DimethylEther,50.0,summer,7,1.101484332492373,0.7925210028272579
DimethylEther,50.0,summer,8,1.1959005414249217,0.7925210028272579
DimethylEther,50.0,summer,9,1.3383378041033769,0.8771668603740089
DimethylEther,50.0,summer,10,1.3818964876296111,0.8771668603740089
DimethylEther,50.0,summer,11,1.4232343431346202,0.877166860374009
DimethylEther,50.0,summer,12,1.4584637518813257,0.877166860374009
DimethylEther,50.0,summer,13,1.3071744763350701,0.767521002827258
DimethylEther,50.0,summer,14,1.488698967369463,0.877166860374009
DimethylEther,50.0,summer,15,1.48968181228355,0.877166860374009
DimethylEther,50.0,summer,16,1.3093818672213344,0.767521002827258
DimethylEther,50.0,summer,17,1.523310455012954,0.8771668603740089
DimethylEther,50.0,summer,18,1.1450927533943314,0.6578751452805068
DimethylEther,50.0,summer,19,1.1310468095878976,0.6578751452805068
DimethylEther,50.0,summer,20,0.9584233849269094,0.5482292877337557
DimethylEther,50.0,summer,21,0.9448278448429805,0.5482292877337557
DimethylEther,50.0,summer,22,0.7641496964392034,0.4385834301870045
DimethylEther,50.0,summer,23,0.9589336822853884,0.5482292877337557
DimethylEther,50.0,fall,0,0.38893572704026513,0.25679171509350224
DimethylEther,50.0,fall,1,0.0,0.14999999999999997
DimethylEther,50.0,fall,2,0.0,0.14999999999999997
DimethylEther,50.0,fall,3,0.0,0.14999999999999997
DimethylEther,50.0,fall,4,0.5093833197387403,0.4164375726402534
DimethylEther,50.0,fall,5,0.9526336102977321,0.6828751452805069
DimethylEther,50.0,fall,6,0.9413210985969177,0.6953751452805068
DimethylEther,50.0,fall,7,0.9305215484392084,0.6953751452805068
DimethylEther,50.0,fall,8,1.256136357318569,0.902166860374009
DimethylEther,50.0,fall,9,1.0846176863074128,0.7925210028272579
DimethylEther,50.0,fall,10,1.15648943570268,0.805021002827258
DimethylEther,50.0,fall,11,1.2744248957090434,0.902166860374009
DimethylEther,50.0,fall,12,0.952058238468025,0.6953751452805068
DimethylEther,50.0,fall,13,1.262848948567733,0.902166860374009
DimethylEther,50.0,fall,14,1.0777294936221076,0.7925210028272579
DimethylEther,50.0,fall,15,1.128108233651276,0.805021002827258
DimethylEther,50.0,fall,16,1.0937851529810994,0.7925210028272579
DimethylEther,50.0,fall,17,1.0058669523828447,0.6953751452805068
DimethylEther,50.0,fall,18,0.8360501633763958,0.5857292877337557
DimethylEther,50.0,fall,19,1.0247099864391813,0.6703751452805068
DimethylEther,50.0,fall,20,0.5427189027362957,0.3914375726402535
DimethylEther,50.0,fall,21,0.5565087290106115,0.4039375726402535
DimethylEther,50.0,fall,22,0.7332445684145519,0.4635834301870046
DimethylEther,50.0,fall,23,0.7718062723251324,0.4885834301870047
