season,t,T,phi,X,T_dp,mode,Q_cool,Q_AC,Q_dem,W_el,W_comp,W_fan,COP_res
summer,0.0,15.000000000000046,0.5999999999999978,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.2,0.0,0.0,0.0,0.0
summer,5.0,18.003543589198433,0.4955830302094426,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.1833333333333336,0.0,0.0,0.0,0.0
summer,10.0,20.983930276351046,0.4117351949153842,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.166666666666667,0.0,0.0,0.0,0.0
summer,15.0,23.94113364591381,0.3439958675050351,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.1500000000000004,0.0,0.0,0.0,0.0
summer,20.0,21.151668704979645,0.4075138588521872,0.006431847563044655,7.32773505469906,AC,5.364052645973996,5.364052645973996,2.1333333333333333,1.634092010807525,1.0240959156067564,0.6099960952007687,5.237842046070364
summer,25.0,18.60374843550773,0.47726034426781644,0.006431847563044655,7.32773505469906,AC,5.067399260628874,5.067399260628874,2.1166666666666667,1.555844408920179,0.9458483137194105,0.6099960952007687,5.357517888573556
summer,30.0,21.492386262554742,0.3990884132315487,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.1,0.0,0.0,0.0,0.0
summer,35.0,24.35785214785206,0.33550120185971016,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0
summer,40.0,21.47232842801082,0.3995789463577144,0.006431847563044655,7.32773505469906,AC,5.408678459619387,5.408678459619387,2.066666666666667,1.654042303876952,1.0440462086761833,0.6099960952007687,5.180497198948134
summer,45.0,18.83655765389883,0.47035923592716694,0.006431847563044655,7.32773505469906,AC,5.102495701811144,5.102495701811144,2.05,1.5708037770670775,0.9608076818663089,0.6099960952007687,5.310631667619335
summer,50.0,21.63347792827696,0.39565697814035244,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.033333333333333,0.0,0.0,0.0,0.0
summer,55.0,24.407240654849776,0.33451020207215515,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0166666666666666,0.0,0.0,0.0,0.0
summer,60.0,21.459587648857127,0.3998908865154977,0.006431847563044655,7.32773505469906,AC,5.413971921394667,5.413971921394667,2.0,1.6634176028414522,1.0534215076406837,0.6099960952007687,5.139416541361659
summer,65.0,18.781796538284862,0.4719723598592088,0.006431847563044655,7.32773505469906,AC,5.1011566742716346,5.1011566742716346,2.0,1.575644039652989,0.9656479444522204,0.6099960952007687,5.282625726672415
summer,70.0,21.532871771508507,0.3981003658342707,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0,0.0,0.0,0.0,0.0
summer,75.0,24.283720551310704,0.3369949000824561,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0,0.0,0.0,0.0,0.0
summer,80.0,21.347487259104458,0.40264735556143144,0.006431847563044655,7.32773505469906,AC,5.4007330327076115,5.4007330327076115,2.0,1.6595804142844015,1.049584319083633,0.6099960952007687,5.145592340235097
summer,85.0,18.679861173176455,0.47499170787297623,0.006431847563044655,7.32773505469906,AC,5.089375172743528,5.089375172743528,2.0,1.5724482896536154,0.9624521944528466,0.6099960952007687,5.2879251583366536
summer,90.0,21.43094435125995,0.4005931789959556,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0,0.0,0.0,0.0,0.0
summer,95.0,24.1818019196854,0.33906074113204915,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0,0.0,0.0,0.0,0.0
summer,100.0,21.25499133159189,0.40493787461085085,0.006431847563044655,7.32773505469906,AC,5.389809390478007,5.389809390478007,2.0,1.6564201410137689,1.046424045813,0.6099960952007687,5.1506933657000324
summer,105.0,18.595752652582416,0.4774993747915748,0.006431847563044655,7.32773505469906,AC,5.079654056574911,5.079654056574911,2.0,1.5698155025157736,0.9598194073150048,0.6099960952007687,5.292301882897655
summer,110.0,21.346842361015355,0.4026632748990652,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0,0.0,0.0,0.0,0.0
summer,115.0,24.09770715872548,0.3407760537224701,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0,0.0,0.0,0.0,0.0
summer,120.0,21.178671465598175,0.4068388648021748,0.006431847563044655,7.32773505469906,AC,5.380796111282035,5.380796111282035,2.0,1.6538165295729126,1.0438204343721438,0.6099960952007687,5.15490589578137
summer,125.0,18.52635341961859,0.4795796971601976,0.006431847563044655,7.32773505469906,AC,5.071633008478525,5.071633008478525,2.0,1.5676459222974506,0.9576498270966818,0.6099960952007687,5.29591596529
summer,130.0,21.277448499191472,0.4043804123248541,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0,0.0,0.0,0.0,0.0
summer,135.0,24.028319246634233,0.34219875252335913,0.006431847563044655,7.32773505469906,OFF,0.0,0.0,2.0,0.0,0.0,0.0,0.0
summer,140.0,21.115698785879587,0.4084149656287595,0.006431847563044655,7.32773505469906,AC,5.373359112622842,5.373359112622842,2.0,1.6516709566778176,1.041674861477049,0.6099960952007687,5.158384167017005
