season,t,T,phi,X,T_dp,mode,Q_cool,Q_AC,Q_dem,W_el,W_comp,W_fan,COP_res
fall,0.0,14.999999999999993,0.6000000000000001,0.006431847335714276,7.327734542473123,OFF,0.0,0.0,2.2,0.0,0.0,0.0,0.0
fall,5.0,18.003543590471278,0.49558301916340286,0.006431847335714276,7.327734542473123,OFF,0.0,0.0,2.1833333333333336,0.0,0.0,0.0,0.0
fall,10.0,20.983930278882568,0.4117351757463221,0.006431847335714276,7.327734542473123,OFF,0.0,0.0,2.166666666666667,0.0,0.0,0.0,0.0
fall,15.0,23.941133649691245,0.34399584988086535,0.006431847335714276,7.327734542473123,OFF,0.0,0.0,2.1500000000000004,0.0,0.0,0.0,0.0
fall,20.0,24.121062812271518,0.33114234500497397,0.006257046423370572,6.9289981058374135,VENT,2.344533539411544,0.0,2.1333333333333333,0.15,0.0,0.15,0.0
fall,25.0,21.2996898529588,0.3929634239030142,0.006257046423370572,6.9289981058374135,AC,5.383299370983494,5.383299370983494,2.1166666666666667,1.6412847669012245,1.0312886717004557,0.6099960952007687,5.219973338897595
fall,30.0,18.721912869245905,0.4609965941450184,0.006257046423370572,6.9289981058374135,AC,5.084351771711765,5.084351771711765,2.1,1.561007270109619,0.9510111749088502,0.6099960952007687,5.346258704267145
fall,35.0,21.588546628160202,0.3860709582575031,0.006257046423370572,6.9289981058374135,OFF,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0
fall,40.0,24.43200231600806,0.3250273400959115,0.006257046423370572,6.9289981058374135,OFF,0.0,0.0,2.066666666666667,0.0,0.0,0.0,0.0
fall,45.0,21.524290392186597,0.3875923496442687,0.006257046423370572,6.9289981058374135,AC,5.416625877037422,5.416625877037422,2.05,1.6582401893016812,1.0482440941009126,0.6099960952007687,5.167332596978098
fall,50.0,18.868554080899603,0.45678900544902634,0.006257046423370572,6.9289981058374135,AC,5.107956788625302,5.107956788625302,2.033333333333333,1.5739851097872248,0.9639890145864561,0.6099960952007687,5.298770744619508
fall,55.0,21.643447603799437,0.3847764063577837,0.006257046423370572,6.9289981058374135,OFF,0.0,0.0,2.0166666666666666,0.0,0.0,0.0,0.0
fall,60.0,24.395178186307525,0.32574484999457093,0.006257046423370572,6.9289981058374135,OFF,0.0,0.0,2.0,0.0,0.0,0.0,0.0
fall,65.0,21.447685462111032,0.389414934629344,0.006257046423370572,6.9289981058374135,AC,5.412679065626687,5.412679065626687,2.0,1.6630425354646179,1.053046440263849,0.6099960952007687,5.140019336915946
